image_name,width,height,x0,y0,x1,y1
00003497.jpg,236,354,64,130,138,256
00003483.jpg,236,355,76,38,150,168
00002945.jpg,1080,1350,263,173,851,1030
00002945.jpg,1080,1350,5,300,502,1300
00000834.jpg,1000,635,220,11,790,431
00000015.jpg,1333,2000,471,315,774,845
00002602.jpg,800,533,435,113,606,245
00001479.jpg,1600,1167,708,81,971,310
00000767.jpg,1024,701,341,87,529,240
00000997.jpg,699,1050,254,24,394,263
00003246.jpg,626,417,290,56,563,273
00003246.jpg,626,417,152,49,433,272
00001337.jpg,1300,956,521,155,947,520
00001323.jpg,391,280,137,21,247,113
00001445.jpg,600,600,362,13,445,112
00000983.jpg,866,1390,431,78,564,328
00000968.jpg,866,1300,486,24,594,212
00001492.jpg,880,660,531,171,719,331
00001492.jpg,880,660,132,163,301,310
00001492.jpg,880,660,334,38,466,154
00002825.jpg,1280,853,608,126,763,249
00000798.jpg,970,1455,327,1,619,494
00003291.jpg,1024,681,610,174,762,289
00003291.jpg,1024,681,438,252,565,352
00003291.jpg,1024,681,227,78,375,193
00001109.jpg,800,533,312,46,494,190
00000571.jpg,626,417,231,179,393,304
00002366.jpg,640,748,303,46,413,195
00002366.jpg,640,748,470,49,565,178
00000565.jpg,1024,769,751,231,979,431
00000565.jpg,1024,769,542,276,756,463
00000565.jpg,1024,769,438,441,781,735
00000565.jpg,1024,769,277,378,531,596
00000565.jpg,1024,769,1,219,337,553
00000203.jpg,667,1000,292,4,619,573
00000203.jpg,667,1000,96,124,382,611
00000203.jpg,667,1000,190,45,517,579
00002414.jpg,1400,933,584,128,1183,592
00003044.jpg,5184,3456,2185,646,2829,1134
00001653.jpg,1000,667,341,101,649,340
00000559.jpg,1024,682,470,198,639,329
00000559.jpg,1024,682,580,144,728,259
00000559.jpg,1024,682,380,160,507,259
00001647.jpg,800,533,403,49,624,220
00002428.jpg,640,480,316,1,583,226
00001121.jpg,334,519,147,27,213,148
00001874.jpg,233,350,84,5,193,195
00001860.jpg,360,254,99,11,270,152
00001690.jpg,1470,980,641,145,969,399
00001848.jpg,1300,947,480,81,770,327
00003087.jpg,960,444,744,121,949,238
00002399.jpg,900,600,399,130,811,450
00003093.jpg,1440,1800,267,521,681,1125
00003093.jpg,1440,1800,649,709,1211,1543
00003093.jpg,1440,1800,810,83,1436,993
00001684.jpg,1001,1600,189,49,579,775
00001685.jpg,518,612,213,114,285,213
00003092.jpg,236,354,83,58,126,131
00003086.jpg,626,417,390,100,548,223
00003086.jpg,626,417,98,129,234,232
00003086.jpg,626,417,249,116,398,232
00003086.jpg,626,417,471,165,626,290
00003086.jpg,626,417,4,166,140,274
00001691.jpg,1280,720,828,28,1188,264
00001691.jpg,1280,720,184,24,489,223
00001861.jpg,1300,922,416,64,774,360
00003051.jpg,600,400,163,32,408,222
00001646.jpg,680,1024,256,85,392,323
00000558.jpg,622,415,161,207,230,261
00000558.jpg,622,415,480,222,543,272
00001120.jpg,612,408,128,14,543,343
00002429.jpg,650,667,95,22,514,522
00001652.jpg,781,1024,331,82,418,215
00003045.jpg,700,466,390,107,550,230
00000564.jpg,1300,957,223,192,597,513
00000564.jpg,1300,957,447,94,875,461
00000564.jpg,1300,957,715,96,1132,454
00000564.jpg,1300,957,1,155,247,484
00000564.jpg,1300,957,1031,361,1296,742
00002373.jpg,682,1024,311,103,412,279
00002415.jpg,500,280,121,1,499,259
00001108.jpg,600,419,181,11,312,117
00002367.jpg,700,350,81,2,563,271
00002830.jpg,829,1200,95,326,182,471
00002830.jpg,829,1200,414,119,506,271
00002830.jpg,829,1200,354,272,434,405
00002830.jpg,829,1200,535,471,643,652
00002830.jpg,829,1200,522,156,610,305
00000941.jpg,900,600,314,108,523,270
00001487.jpg,400,620,158,52,241,203
00000799.jpg,1300,957,185,29,494,299
00000955.jpg,1000,1620,218,207,519,774
00001493.jpg,1500,964,579,68,935,341
00003284.jpg,612,408,387,158,520,262
00003284.jpg,612,408,179,86,309,188
00000969.jpg,853,1000,388,128,538,333
00000982.jpg,533,849,256,145,314,253
00003247.jpg,800,533,332,123,499,253
00000996.jpg,1067,1700,308,169,508,540
00000996.jpg,1067,1700,493,231,672,564
00001450.jpg,850,1280,288,354,486,694
00002617.jpg,1800,1200,1123,368,1508,666
00002171.jpg,830,430,321,2,783,281
00000772.jpg,600,475,123,51,246,164
00002165.jpg,2760,1890,815,1,2020,915
00002603.jpg,840,473,596,271,696,337
00002603.jpg,840,473,330,28,409,80
00002603.jpg,840,473,138,300,213,348
00001295.jpg,749,937,128,235,215,361
00001295.jpg,749,937,21,264,100,378
00001295.jpg,749,937,248,185,328,301
00001295.jpg,749,937,494,176,583,308
00001295.jpg,749,937,355,233,446,365
00002944.jpg,533,800,217,161,349,392
00003482.jpg,236,157,88,48,133,83
00000835.jpg,2946,1960,1827,136,2344,537
00003496.jpg,235,307,74,26,105,74
00002788.jpg,735,1000,218,131,459,504
00001281.jpg,1300,957,355,98,691,386
00002978.jpg,427,640,148,29,318,319
00000809.jpg,2000,1333,813,216,1231,540
00002987.jpg,960,444,386,56,853,302
00001530.jpg,467,635,153,1,284,184
00003327.jpg,612,413,219,121,295,182
00003333.jpg,255,340,81,66,125,134
00002993.jpg,1500,1500,793,326,1035,608
00000174.jpg,1500,1125,31,202,616,712
00000174.jpg,1500,1125,888,201,1486,722
00002763.jpg,605,756,287,107,344,189
00002763.jpg,605,756,130,306,190,392
00002005.jpg,512,512,208,1,312,94
00000612.jpg,900,601,284,183,464,323
00000612.jpg,900,601,138,159,326,305
00000612.jpg,900,601,463,156,655,309
00002011.jpg,1600,1068,463,100,790,360
00002777.jpg,1024,683,379,131,715,392
00001929.jpg,600,900,126,46,288,328
00001097.jpg,1300,957,413,96,679,328
00001083.jpg,673,1024,241,77,548,620
00001901.jpg,861,1300,385,105,547,389
00001732.jpg,866,1300,431,152,553,366
00002549.jpg,800,800,189,175,356,369
00002549.jpg,800,800,426,158,619,383
00001040.jpg,590,426,193,41,311,140
00001726.jpg,1000,667,447,75,735,298
00003131.jpg,682,1024,324,181,407,326
00000362.jpg,1300,867,513,64,1057,495
00000339.jpg,1000,1500,392,611,533,858
00001027.jpg,3456,5184,486,1032,2500,4471
00001741.jpg,236,373,72,3,150,142
00001999.jpg,400,225,27,7,320,199
00003156.jpg,1200,1199,563,357,706,523
00003156.jpg,1200,1199,721,305,870,478
00003156.jpg,1200,1199,214,298,384,491
00003142.jpg,735,490,175,84,567,389
00001755.jpg,1300,956,616,100,870,323
00001033.jpg,1024,704,354,75,587,266
00000305.jpg,1200,1800,553,383,750,728
00002512.jpg,660,373,338,19,504,129
00001769.jpg,866,1390,339,160,520,498
00002260.jpg,1280,720,21,1,1113,680
00001782.jpg,600,398,272,47,529,245
00001796.jpg,590,393,208,53,559,325
00001966.jpg,400,289,152,19,316,156
00001972.jpg,1500,1120,570,27,1022,410
00003354.jpg,900,900,414,61,569,242
00001543.jpg,1001,1600,237,72,465,496
00000885.jpg,333,500,67,45,189,259
00001225.jpg,1300,957,354,58,644,306
00003426.jpg,236,306,177,169,213,224
00001231.jpg,2000,1335,896,277,1424,687
00001557.jpg,993,1300,304,340,616,805
00000891.jpg,1000,752,164,99,786,643
00000661.jpg,1500,1000,120,97,273,216
00000661.jpg,1500,1000,1318,114,1468,233
00000661.jpg,1500,1000,406,133,535,235
00002076.jpg,1500,1120,527,54,959,429
00003368.jpg,1376,2000,782,231,949,520
00002710.jpg,1300,957,751,90,979,285
00002710.jpg,1300,957,259,373,503,582
00002710.jpg,1300,957,528,336,777,549
00002710.jpg,1300,957,181,1,435,195
00002710.jpg,1300,957,344,25,598,243
00001219.jpg,333,519,136,110,185,200
00000107.jpg,2000,1335,775,364,998,537
00002704.jpg,2048,1365,791,4,1371,308
00002062.jpg,800,561,211,69,677,449
00000675.jpg,750,501,189,106,268,167
00000675.jpg,750,501,274,81,372,155
00000675.jpg,750,501,376,76,473,151
00000675.jpg,750,501,402,170,489,238
00001580.jpg,333,519,179,88,214,149
00003397.jpg,417,626,178,131,271,294
00002089.jpg,370,280,203,22,285,95
00002937.jpg,612,408,205,57,310,138
00002937.jpg,612,408,140,96,204,145
00002937.jpg,612,408,491,76,561,130
00002923.jpg,720,480,395,193,542,307
00002923.jpg,720,480,356,86,513,208
00001594.jpg,683,1024,260,216,373,408
00003220.jpg,500,333,237,82,293,125
00000729.jpg,980,980,518,532,682,724
00000729.jpg,980,980,237,495,432,723
00000729.jpg,980,980,689,633,862,829
00000729.jpg,980,980,558,331,746,549
00000729.jpg,980,980,391,417,566,617
00000729.jpg,980,980,770,497,965,721
00000729.jpg,980,980,699,397,867,593
00000729.jpg,980,980,80,360,304,620
00001351.jpg,683,1024,317,204,392,334
00002658.jpg,400,600,70,173,149,309
00002658.jpg,400,600,230,70,281,156
00002880.jpg,1000,714,389,167,665,402
00001423.jpg,1067,1700,540,180,672,425
00000715.jpg,1500,1000,798,357,1185,658
00000715.jpg,1500,1000,342,297,764,625
00000715.jpg,1500,1000,621,361,1017,662
00002102.jpg,1000,667,501,47,866,331
00000067.jpg,1333,2000,700,244,949,680
00001379.jpg,1800,1200,460,113,844,411
00002670.jpg,1470,980,553,580,806,772
00002670.jpg,1470,980,830,571,1158,825
00002116.jpg,1067,1700,461,47,675,443
00000701.jpg,1000,1000,345,337,645,687
00000701.jpg,1000,1000,678,439,960,767
00000932.jpg,436,600,206,68,284,193
00002843.jpg,900,663,256,105,363,197
00002843.jpg,900,663,462,120,562,204
00001392.jpg,1000,1500,406,580,610,936
00001386.jpg,760,434,136,1,682,347
00002857.jpg,612,408,164,128,307,238
00002857.jpg,612,408,336,47,505,181
00002857.jpg,612,408,200,142,345,255
00002857.jpg,612,408,240,154,389,269
00002857.jpg,612,408,1,66,144,212
00002857.jpg,612,408,372,45,582,218
00002857.jpg,612,408,90,78,218,173
00000926.jpg,1356,1681,376,164,619,516
00001635.jpg,407,612,166,88,269,268
00003036.jpg,1200,800,350,118,829,489
00001621.jpg,1307,1960,224,374,363,618
00001147.jpg,500,334,124,60,208,124
00002466.jpg,1024,682,126,80,478,353
00002300.jpg,962,1215,359,132,661,576
00000517.jpg,2000,1333,4,244,460,621
00000517.jpg,2000,1333,747,506,1264,899
00001609.jpg,1300,956,777,322,981,494
00000503.jpg,1300,1043,650,500,946,777
00000503.jpg,1300,1043,292,331,536,554
00000503.jpg,1300,1043,600,331,838,549
00000503.jpg,1300,1043,317,561,566,793
00000503.jpg,1300,1043,456,255,640,426
00000503.jpg,1300,1043,611,185,773,335
00000503.jpg,1300,1043,879,282,1238,624
00002314.jpg,448,600,272,143,324,225
00002314.jpg,448,600,150,151,202,233
00002472.jpg,640,468,177,154,282,243
00002472.jpg,640,468,406,144,523,244
00000265.jpg,667,1000,295,170,519,560
00001190.jpg,236,340,49,1,134,139
00002499.jpg,800,675,248,1,800,555
00001184.jpg,1024,683,350,131,538,277
00001806.jpg,1050,700,296,96,978,625
00001807.jpg,1200,798,569,122,945,413
00001813.jpg,683,1024,160,293,485,860
00001191.jpg,1000,714,421,55,674,266
00000502.jpg,1300,956,647,219,843,387
00000502.jpg,1300,956,293,369,531,573
00000502.jpg,1300,956,265,225,453,382
00000502.jpg,1300,956,811,410,1065,628
00000502.jpg,1300,956,779,136,971,304
00001608.jpg,1000,709,566,90,789,273
00000516.jpg,1300,956,365,164,589,355
00000516.jpg,1300,956,603,129,978,457
00000516.jpg,1300,956,472,35,726,258
00000516.jpg,1300,956,980,249,1282,508
00000516.jpg,1300,956,113,262,409,521
00000516.jpg,1300,956,190,101,378,262
00002301.jpg,1200,1800,492,293,717,685
00001620.jpg,1000,667,450,95,785,361
00001152.jpg,1257,1300,524,171,731,421
00003023.jpg,549,309,415,121,520,188
00003023.jpg,549,309,130,128,235,197
00003023.jpg,549,309,409,31,512,99
00003023.jpg,549,309,104,9,192,67
00003023.jpg,549,309,243,52,361,129
00001634.jpg,500,333,205,36,322,129
00002856.jpg,612,408,265,118,445,258
00000099.jpg,950,1300,334,349,501,609
00000099.jpg,950,1300,582,471,732,705
00000099.jpg,950,1300,314,119,461,348
00001387.jpg,2940,1960,737,231,1467,786
00000933.jpg,683,1024,232,122,362,350
00002842.jpg,480,360,157,13,255,96
00002842.jpg,480,360,255,26,344,103
00002842.jpg,480,360,70,92,149,163
00002842.jpg,480,360,332,63,406,127
00002842.jpg,480,360,214,116,288,180
00002117.jpg,1300,1152,557,14,823,288
00002117.jpg,1300,1152,741,75,985,327
00002103.jpg,1500,1120,519,35,933,402
00000072.jpg,612,407,360,54,515,176
00001344.jpg,920,1380,155,244,364,610
00001422.jpg,667,1000,344,250,480,493
00001436.jpg,1333,2000,516,249,839,825
00002659.jpg,1500,1371,783,728,970,926
00001350.jpg,600,900,242,47,318,179
00002922.jpg,868,1300,461,135,572,331
00000853.jpg,1315,2000,610,173,770,456
00001595.jpg,1000,854,367,54,615,300
00000847.jpg,4083,5104,1541,1215,2412,2456
00001581.jpg,656,1024,288,142,440,420
00002705.jpg,960,641,318,160,713,467
00002063.jpg,867,1390,368,319,451,474
00003369.jpg,612,485,11,74,136,189
00003369.jpg,612,485,260,47,380,158
00002077.jpg,267,400,90,52,220,278
00002711.jpg,786,469,153,45,310,152
00002739.jpg,626,418,290,83,384,156
00003427.jpg,612,408,135,42,476,307
00001556.jpg,608,342,35,1,566,291
00000884.jpg,1024,663,281,35,403,127
00001542.jpg,2269,1960,1689,251,1921,489
00003433.jpg,236,354,78,61,123,140
00001973.jpg,654,980,204,101,347,345
00001967.jpg,1024,678,558,194,746,339
00001797.jpg,958,1277,277,139,705,788
00000489.jpg,750,1127,371,329,489,536
00001783.jpg,958,1231,425,127,678,506
00003194.jpg,612,433,465,32,535,89
00001768.jpg,1024,683,359,198,654,426
00002275.jpg,612,408,219,45,464,235
00001754.jpg,600,849,231,197,362,413
00003143.jpg,1285,2048,533,511,872,1141
00003143.jpg,1285,2048,484,1051,720,1479
00001032.jpg,1000,1250,357,377,595,723
00001026.jpg,418,626,145,99,232,252
00000338.jpg,640,427,158,103,263,183
00000338.jpg,640,427,342,50,455,137
00000338.jpg,640,427,237,72,342,153
00002249.jpg,1330,919,128,82,1197,905
00001740.jpg,1470,980,359,254,896,671
00003141.jpg,600,397,56,112,176,204
00003141.jpg,600,397,397,217,523,311
00003141.jpg,600,397,134,156,299,283
00003141.jpg,600,397,20,212,186,339
00003141.jpg,600,397,277,143,414,246
00003141.jpg,600,397,467,133,598,236
00003141.jpg,600,397,1,147,84,228
00001756.jpg,800,533,243,1,797,411
00000448.jpg,650,433,528,192,624,266
00000448.jpg,650,433,176,177,250,235
00000448.jpg,650,433,242,120,318,178
00001742.jpg,360,255,149,45,221,104
00003155.jpg,700,466,181,5,563,294
00002263.jpg,2560,1627,192,646,447,835
00003169.jpg,500,500,228,145,308,238
00000460.jpg,1300,956,715,62,975,289
00002511.jpg,1300,957,454,204,642,368
00001795.jpg,1024,683,1,1,1005,683
00003196.jpg,509,339,249,57,439,205
00003196.jpg,509,339,181,64,364,209
00001959.jpg,996,1600,368,131,543,458
00001781.jpg,682,1024,197,97,509,628
00001971.jpg,1300,956,513,14,773,236
00001965.jpg,590,393,214,93,384,224
00001554.jpg,626,417,363,56,532,187
00003343.jpg,1000,1000,745,595,874,743
00003425.jpg,800,800,305,178,405,294
00000138.jpg,390,280,159,70,234,132
00003431.jpg,736,1111,169,470,257,620
00003431.jpg,736,1111,332,254,436,437
00003431.jpg,736,1111,198,320,284,471
00003431.jpg,736,1111,431,342,515,486
00002049.jpg,1600,1167,605,99,918,365
00003357.jpg,844,1390,139,146,308,470
00001540.jpg,1600,1087,696,221,1310,706
00000886.jpg,800,1200,283,237,415,466
00001568.jpg,626,417,265,32,437,166
00000110.jpg,1600,1168,514,89,1260,737
00002707.jpg,500,333,188,35,402,200
00002713.jpg,1024,683,456,139,684,316
00002713.jpg,1024,683,699,80,1022,354
00000104.jpg,950,1300,334,349,501,609
00000104.jpg,950,1300,582,471,732,705
00000104.jpg,950,1300,314,119,461,348
00002075.jpg,1024,694,447,94,748,331
00001597.jpg,1300,956,634,270,888,487
00000851.jpg,612,612,1,41,408,564
00002920.jpg,1024,681,193,154,569,445
00002920.jpg,1024,681,405,273,713,516
00002934.jpg,1170,550,628,39,1037,268
00002934.jpg,1170,550,367,147,711,335
00002934.jpg,1170,550,36,93,420,303
00001583.jpg,2000,1333,536,94,1112,531
00000845.jpg,600,439,178,31,464,279
00003394.jpg,612,433,261,191,416,321
00003394.jpg,612,433,198,142,329,250
00003394.jpg,612,433,119,164,231,257
00003394.jpg,612,433,147,41,254,129
00002908.jpg,533,800,186,86,366,400
00000879.jpg,2000,3019,656,296,1092,1062
00001420.jpg,800,1200,334,162,490,436
00003237.jpg,500,604,221,256,315,388
00002129.jpg,1300,866,583,235,860,450
00002897.jpg,612,408,222,56,395,190
00000058.jpg,2000,1268,707,292,1259,690
00000058.jpg,2000,1268,511,336,1039,718
00001352.jpg,1001,1600,426,412,609,754
00002883.jpg,1536,1024,164,196,1039,874
00002115.jpg,626,418,355,60,564,223
00000702.jpg,736,736,368,275,477,399
00000702.jpg,736,736,469,277,580,406
00000702.jpg,736,736,257,285,359,403
00000702.jpg,736,736,151,358,278,505
00000702.jpg,736,736,287,194,366,288
00002667.jpg,600,419,257,65,445,218
00002101.jpg,1000,667,381,267,535,386
00002101.jpg,1000,667,530,146,698,277
00001385.jpg,695,1050,400,209,476,340
00002854.jpg,900,600,225,2,785,409
00002698.jpg,4800,3600,2708,446,4091,1653
00002698.jpg,4800,3600,1233,468,1792,955
00001391.jpg,450,288,144,15,190,50
00000931.jpg,1000,1620,299,152,508,546
00002868.jpg,400,600,148,75,323,387
00001144.jpg,267,400,74,112,159,259
00003035.jpg,390,280,54,75,131,139
00003035.jpg,390,280,140,50,239,134
00003035.jpg,390,280,270,50,355,121
00003035.jpg,390,280,150,144,240,220
00001622.jpg,866,1300,388,317,491,496
00000528.jpg,1300,957,798,279,1047,492
00000528.jpg,1300,957,416,214,676,437
00000528.jpg,1300,957,193,318,483,561
00000528.jpg,1300,957,662,153,900,353
00001636.jpg,864,1300,236,83,382,332
00003021.jpg,550,374,32,77,229,233
00002459.jpg,1200,1800,239,1,1162,1346
00002471.jpg,568,433,37,8,220,170
00002471.jpg,568,433,301,11,436,131
00001178.jpg,1600,1167,576,190,1057,599
00000266.jpg,700,467,352,88,576,258
00002317.jpg,682,1024,225,64,413,393
00003009.jpg,500,701,183,171,260,297
00002303.jpg,2061,3000,515,452,1354,1874
00000272.jpg,399,620,148,93,198,184
00001839.jpg,866,1300,177,8,566,687
00001193.jpg,800,582,133,88,384,301
00001805.jpg,1300,956,543,75,926,402
00001811.jpg,907,1390,221,267,461,694
00001810.jpg,408,612,127,15,264,253
00001192.jpg,1300,957,632,210,998,524
00001186.jpg,1500,1143,616,97,903,351
00000298.jpg,768,512,77,118,184,200
00000298.jpg,768,512,203,97,289,165
00001838.jpg,500,333,186,25,295,109
00001179.jpg,800,534,404,39,611,199
00003008.jpg,1242,918,158,1,1083,309
00003020.jpg,414,230,160,96,255,157
00001637.jpg,1307,1960,499,570,778,1047
00001151.jpg,1331,2000,476,613,754,1099
00001623.jpg,433,650,152,187,244,349
00003034.jpg,1000,1527,622,667,725,849
00002869.jpg,681,1024,228,127,394,410
00001390.jpg,334,519,153,38,231,176
00002841.jpg,480,360,272,69,362,148
00000930.jpg,800,533,153,35,306,154
00000924.jpg,735,980,341,69,492,303
00002855.jpg,1080,720,392,59,787,371
00002855.jpg,1080,720,625,164,936,405
00001384.jpg,710,1024,219,161,423,504
00000717.jpg,1600,1138,593,163,787,324
00000717.jpg,1600,1138,916,194,1087,335
00000717.jpg,1600,1138,734,365,965,557
00001409.jpg,800,582,357,126,450,205
00000703.jpg,1024,576,410,55,692,240
00000703.jpg,1024,576,156,87,394,243
00002114.jpg,500,625,283,42,387,194
00002114.jpg,500,625,112,204,224,362
00002672.jpg,688,1024,235,246,376,490
00001353.jpg,2000,1333,571,94,1318,673
00001435.jpg,1300,821,186,1,1049,572
00003222.jpg,236,354,114,71,153,138
00002128.jpg,390,280,100,34,278,186
00001421.jpg,1600,1090,781,144,1177,458
00001347.jpg,861,1300,389,76,519,304
00002896.jpg,2000,1333,1081,311,1448,595
00002896.jpg,2000,1333,503,390,894,693
00002909.jpg,960,444,127,108,336,218
00003395.jpg,612,408,410,74,513,152
00003395.jpg,612,408,492,70,612,165
00003395.jpg,612,408,342,111,416,169
00003395.jpg,612,408,1,56,75,144
00003395.jpg,612,408,136,75,217,138
00003395.jpg,612,408,35,92,123,160
00000844.jpg,372,280,166,11,271,103
00001582.jpg,957,1000,1,45,433,603
00001582.jpg,957,1000,539,57,957,587
00000850.jpg,600,400,98,107,303,267
00003381.jpg,612,408,231,131,346,220
00002921.jpg,870,580,325,99,429,181
00000105.jpg,1800,1200,689,102,1026,364
00002712.jpg,500,334,285,88,340,130
00002074.jpg,608,406,278,47,461,189
00001569.jpg,600,900,243,83,444,434
00000677.jpg,678,446,205,146,344,254
00000677.jpg,678,446,383,158,537,276
00002060.jpg,640,640,42,109,297,406
00002060.jpg,640,640,343,44,631,379
00002706.jpg,612,408,163,123,291,222
00002706.jpg,612,408,223,51,356,152
00002706.jpg,612,408,50,122,204,242
00002706.jpg,612,408,281,6,418,112
00002706.jpg,612,408,278,189,412,292
00003418.jpg,800,800,325,306,468,473
00003430.jpg,800,800,388,45,479,151
00001541.jpg,408,544,148,20,252,180
00001541.jpg,408,544,158,207,268,378
00002048.jpg,1300,867,585,120,862,335
00003342.jpg,736,1103,250,365,366,563
00003342.jpg,736,1103,411,479,519,669
00000893.jpg,300,300,60,37,118,105
00001555.jpg,1500,1500,414,122,1102,923
00001233.jpg,667,1000,225,63,465,481
00003424.jpg,736,508,224,104,336,194
00003424.jpg,736,508,474,3,581,88
00003424.jpg,736,508,81,129,194,219
00003424.jpg,736,508,505,160,595,230
00001964.jpg,600,418,241,37,377,145
00001964.jpg,600,418,147,31,290,144
00001958.jpg,400,326,101,16,272,182
00003197.jpg,1024,681,381,96,819,435
00003183.jpg,960,481,579,76,960,325
00003183.jpg,960,481,41,82,499,354
00001794.jpg,866,1390,298,62,630,669
00002276.jpg,1326,1800,362,606,760,1236
00003168.jpg,1300,957,463,114,673,290
00001019.jpg,640,761,307,52,446,246
00003154.jpg,612,408,313,45,509,198
00001743.jpg,600,900,252,28,462,394
00001025.jpg,867,1300,393,96,574,405
00002538.jpg,400,267,102,4,361,201
00001757.jpg,1300,1360,501,147,761,464
00003140.jpg,630,354,124,9,630,354
00003178.jpg,2000,1333,1487,244,1776,469
00003178.jpg,2000,1333,1115,313,1353,498
00003178.jpg,2000,1333,514,453,791,668
00000317.jpg,1001,1600,460,90,624,397
00000317.jpg,1001,1600,357,273,518,573
00000303.jpg,389,280,102,103,238,219
00000303.jpg,389,280,205,51,347,170
00002514.jpg,716,996,286,226,402,412
00002272.jpg,1024,746,292,179,675,503
00003144.jpg,481,323,26,87,168,198
00001753.jpg,976,1300,532,97,651,281
00001035.jpg,682,1023,154,1,359,282
00001021.jpg,1012,1390,309,72,607,538
00001747.jpg,1600,1167,414,23,916,450
00000459.jpg,3024,4032,1235,1651,1766,2475
00003150.jpg,750,502,483,30,612,131
00003150.jpg,750,502,130,61,254,157
00001974.jpg,1050,700,405,84,614,247
00001960.jpg,1300,861,661,159,1087,488
00001948.jpg,1000,1500,285,151,561,632
00001790.jpg,800,533,234,60,644,377
00002299.jpg,375,500,83,106,193,277
00003187.jpg,510,340,97,62,186,132
00003187.jpg,510,340,390,118,444,160
00003187.jpg,510,340,257,193,331,250
00003193.jpg,1000,1000,222,609,340,747
00000115.jpg,1024,683,267,132,472,291
00002702.jpg,1362,2048,442,343,931,1182
00002064.jpg,1600,1167,605,99,918,365
00000667.jpg,2000,1125,749,421,1338,807
00000667.jpg,2000,1125,1196,27,1772,412
00000667.jpg,2000,1125,7,152,622,572
00000667.jpg,2000,1125,857,96,1224,331
00000667.jpg,2000,1125,973,94,1356,340
00000667.jpg,2000,1125,412,80,976,449
00001237.jpg,1300,731,532,65,804,239
00000129.jpg,1600,1156,695,231,893,398
00000897.jpg,1000,1777,291,295,707,1137
00001551.jpg,800,558,382,52,633,251
00002058.jpg,800,533,556,103,685,203
00002058.jpg,800,533,336,51,483,164
00002058.jpg,800,533,103,109,226,206
00001545.jpg,684,1024,284,385,388,565
00001223.jpg,1300,1300,468,77,859,532
00003434.jpg,447,497,109,235,213,367
00002919.jpg,1000,600,124,32,362,199
00002919.jpg,1000,600,1,116,156,265
00002919.jpg,1000,600,836,64,1000,223
00002919.jpg,1000,600,339,138,553,287
00002919.jpg,1000,600,494,99,752,279
00003385.jpg,736,689,248,52,377,193
00003385.jpg,736,689,307,185,436,323
00003385.jpg,736,689,366,421,484,550
00003385.jpg,736,689,235,226,337,337
00003385.jpg,736,689,451,293,546,395
00000854.jpg,1358,1045,428,205,771,506
00001592.jpg,2940,1960,1046,144,1822,746
00000840.jpg,1300,866,438,191,903,552
00001586.jpg,800,533,309,70,503,224
00002931.jpg,800,800,89,509,224,665
00000061.jpg,339,508,194,97,239,176
00002676.jpg,467,700,171,69,335,354
00002110.jpg,2000,1125,444,203,941,521
00002110.jpg,2000,1125,1082,89,1577,413
00001419.jpg,3005,1960,994,76,2365,1116
00000707.jpg,720,405,414,17,641,169
00000707.jpg,720,405,330,131,556,282
00000707.jpg,720,405,107,116,415,313
00000707.jpg,720,405,483,160,719,336
00000707.jpg,720,405,244,1,480,148
00000713.jpg,1280,853,269,73,646,365
00000713.jpg,1280,853,593,59,866,270
00002662.jpg,650,433,228,108,462,285
00000075.jpg,1000,597,52,7,634,402
00002892.jpg,1200,675,351,1,1165,517
00001343.jpg,892,1000,369,75,615,396
00001425.jpg,1280,853,891,204,1092,360
00003232.jpg,960,641,140,17,454,257
00003232.jpg,960,641,346,1,648,210
00003232.jpg,960,641,403,172,652,365
00002138.jpg,1300,917,473,78,824,366
00001431.jpg,1000,667,428,153,661,334
00001357.jpg,866,1300,188,266,280,428
00001357.jpg,866,1300,562,388,661,560
00000908.jpg,1300,866,260,87,544,307
00001380.jpg,1000,1500,449,433,649,782
00002851.jpg,1400,788,69,140,816,630
00002689.jpg,500,751,126,264,206,405
00002689.jpg,500,751,249,286,322,415
00002689.jpg,500,751,65,343,124,447
00000920.jpg,1600,1167,421,33,1109,629
00002845.jpg,1000,1500,511,368,616,551
00002312.jpg,651,1024,283,125,361,264
00002474.jpg,1023,716,1,41,575,558
00002474.jpg,1023,716,455,56,1023,585
00000263.jpg,960,864,732,112,846,231
00000263.jpg,960,864,412,142,506,240
00000263.jpg,960,864,573,114,674,219
00001169.jpg,1470,980,487,106,969,472
00002306.jpg,700,933,345,69,538,368
00003018.jpg,360,540,110,64,181,184
00003018.jpg,360,540,193,72,249,169
00003018.jpg,360,540,120,205,204,351
00003030.jpg,1023,697,194,48,670,426
00000539.jpg,1125,750,854,4,1089,187
00000539.jpg,1125,750,88,310,551,670
00000539.jpg,1125,750,725,71,981,270
00000539.jpg,1125,750,9,1,378,261
00000539.jpg,1125,750,579,126,876,352
00000539.jpg,1125,750,325,284,678,552
00000539.jpg,1125,750,841,186,1125,711
00001627.jpg,333,519,160,78,252,241
00002448.jpg,1000,750,111,95,338,289
00002448.jpg,1000,750,463,33,808,334
00001155.jpg,1300,956,464,220,823,520
00001633.jpg,1066,1689,321,138,670,769
00001814.jpg,1000,667,666,293,787,385
00001814.jpg,1000,667,346,228,470,325
00001814.jpg,1000,667,466,150,593,249
00001814.jpg,1000,667,449,344,556,427
00001182.jpg,866,1390,400,231,478,376
00001196.jpg,1474,980,848,94,1101,290
00001829.jpg,1024,684,344,51,639,280
